sample_name	library_ID	title	DNA_extraction_kit	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	run_id	run_date	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file	geo_loc_name_country	lat_lon	collection_date	cage	mouse_id	genotype	age (months)	Time to cross challenge beam (s)	Adhesive removal (s)	Time to descend Pole (s)	Errors on beam crossing (n)	unitn_file_paths	uuid	study_name
CALTEC-001-WT2_12mo	CALTEC-001-WT2_12mo	Fecal metagenome of a 12-month-old wild-type mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268392	2024	5	WT_2	WT	12	NA	NA	NA	NA	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT2_12mo/CALTEC-001-WT2_12mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT2_12mo/CALTEC-001-WT2_12mo_R2.fastq.gz;	d431b88f-fa9f-419a-b775-18a6df61cb56	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-WT3_12mo	CALTEC-001-WT3_12mo	Fecal metagenome of a 12-month-old wild-type mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268393	2024	5	WT_3	WT	12	NA	NA	NA	NA	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT3_12mo/CALTEC-001-WT3_12mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT3_12mo/CALTEC-001-WT3_12mo_R2.fastq.gz;	2fa6cf49-488d-4356-912d-58d510a38188	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-WT4_12mo	CALTEC-001-WT4_12mo	Fecal metagenome of a 12-month-old wild-type mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268394	2024	5	WT_4	WT	12	NA	NA	NA	NA	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT4_12mo/CALTEC-001-WT4_12mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT4_12mo/CALTEC-001-WT4_12mo_R2.fastq.gz;	ca6534b2-55a2-4e08-95ca-9200c779620b	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-WT5_12mo	CALTEC-001-WT5_12mo	Fecal metagenome of a 12-month-old wild-type mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268395	2024	5	WT_5	WT	12	NA	NA	NA	NA	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT5_12mo/CALTEC-001-WT5_12mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT5_12mo/CALTEC-001-WT5_12mo_R2.fastq.gz;	97ab02ba-7a20-4139-9720-b8826629e628	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-WT6_12mo	CALTEC-001-WT6_12mo	Fecal metagenome of a 12-month-old wild-type mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268396	2024	6	WT_6	WT	12	NA	NA	NA	NA	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT6_12mo/CALTEC-001-WT6_12mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT6_12mo/CALTEC-001-WT6_12mo_R2.fastq.gz;	33e2b1e7-5622-479b-a56f-58f1d6142ba3	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-WT7_12mo	CALTEC-001-WT7_12mo	Fecal metagenome of a 12-month-old wild-type mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268397	2024	6	WT_7	WT	12	NA	NA	NA	NA	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT7_12mo/CALTEC-001-WT7_12mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT7_12mo/CALTEC-001-WT7_12mo_R2.fastq.gz;	f74303df-be26-4694-b8e7-d4621f1f5c42	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-WT8_12mo	CALTEC-001-WT8_12mo	Fecal metagenome of a 12-month-old wild-type mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268398	2024	6	WT_8	WT	12	NA	NA	NA	NA	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT8_12mo/CALTEC-001-WT8_12mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT8_12mo/CALTEC-001-WT8_12mo_R2.fastq.gz;	22a67c4d-0805-4ad4-a37a-f2ad2213d5a7	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-WT9_12mo	CALTEC-001-WT9_12mo	Fecal metagenome of a 12-month-old wild-type mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268399	2024	6	WT_9	WT	12	NA	NA	NA	NA	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT9_12mo/CALTEC-001-WT9_12mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT9_12mo/CALTEC-001-WT9_12mo_R2.fastq.gz;	6844936c-b191-45d8-8efd-8cf47679383e	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-WT10_12mo	CALTEC-001-WT10_12mo	Fecal metagenome of a 12-month-old wild-type mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268400	2024	6	WT_10	WT	12	NA	NA	NA	NA	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT10_12mo/CALTEC-001-WT10_12mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-WT10_12mo/CALTEC-001-WT10_12mo_R2.fastq.gz;	eb39cf33-2927-4d47-8642-a0b1f852c82c	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO1_2mo	CALTEC-001-ASO1_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268401	2024	7	ASO_1	ASO	2	5.91	0.97	10.18	1	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO1_2mo/CALTEC-001-ASO1_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO1_2mo/CALTEC-001-ASO1_2mo_R2.fastq.gz;	79d89ceb-3130-4a4b-9165-99e2f8c8fa56	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO2_2mo	CALTEC-001-ASO2_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268402	2024	7	ASO_2	ASO	2	13.65	1.94	5.57	0	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO2_2mo/CALTEC-001-ASO2_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO2_2mo/CALTEC-001-ASO2_2mo_R2.fastq.gz;	d7996463-fcfd-4b5c-91c4-721b5be4ff41	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO3_2mo	CALTEC-001-ASO3_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268403	2024	7	ASO_3	ASO	2	11.62	1.24	16.94	1	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO3_2mo/CALTEC-001-ASO3_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO3_2mo/CALTEC-001-ASO3_2mo_R2.fastq.gz;	b52b147b-2a44-4492-a263-0765f20839f8	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO4_2mo	CALTEC-001-ASO4_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268404	2024	7	ASO_4	ASO	2	8.81	10.16	20.11	3	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO4_2mo/CALTEC-001-ASO4_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO4_2mo/CALTEC-001-ASO4_2mo_R2.fastq.gz;	ef2bbe5f-bdeb-4eb7-a9d1-9ffeab654484	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO5_2mo	CALTEC-001-ASO5_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268405	2024	7	ASO_5	ASO	2	11.52	5.57	6.88	1	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO5_2mo/CALTEC-001-ASO5_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO5_2mo/CALTEC-001-ASO5_2mo_R2.fastq.gz;	d306649b-631b-4e5b-a6fe-6bb3c1c2ab7a	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO6_2mo	CALTEC-001-ASO6_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268406	2024	8	ASO_6	ASO	2	16.92	10.42	11.7	1	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO6_2mo/CALTEC-001-ASO6_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO6_2mo/CALTEC-001-ASO6_2mo_R2.fastq.gz;	fc4dc8e2-46a9-4427-8fea-15c0b27a59e9	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO7_2mo	CALTEC-001-ASO7_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268407	2024	8	ASO_7	ASO	2	13.87	4.53	6.81	1	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO7_2mo/CALTEC-001-ASO7_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO7_2mo/CALTEC-001-ASO7_2mo_R2.fastq.gz;	cc38565e-3328-43a0-a807-c8d187ee3d88	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO8_2mo	CALTEC-001-ASO8_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268408	2024	8	ASO_8	ASO	2	3.75	13.15	6.05	1	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO8_2mo/CALTEC-001-ASO8_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO8_2mo/CALTEC-001-ASO8_2mo_R2.fastq.gz;	8280c1b0-b5ab-46f9-bcd3-5a1482cd8744	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO9_2mo	CALTEC-001-ASO9_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268409	2024	8	ASO_9	ASO	2	4.5	5.7	5.3	1	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO9_2mo/CALTEC-001-ASO9_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO9_2mo/CALTEC-001-ASO9_2mo_R2.fastq.gz;	37503059-872f-42df-8297-5fe3ab9b8331	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO10_2mo	CALTEC-001-ASO10_2mo	Stool metagenome of 2-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268410	2024	8	ASO_10	ASO	2	3.65	2.3	5.8	0	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO10_2mo/CALTEC-001-ASO10_2mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO10_2mo/CALTEC-001-ASO10_2mo_R2.fastq.gz;	b5b948f4-e9b2-4eff-a169-becdb75377ba	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO1_5mo	CALTEC-001-ASO1_5mo	Stool metagenome of 5-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268411	2024	9	ASO_1	ASO	5	12.51	7.87	30	5	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO1_5mo/CALTEC-001-ASO1_5mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO1_5mo/CALTEC-001-ASO1_5mo_R2.fastq.gz;	5d8e5e74-79a3-4a66-89a2-1de17dc934eb	MazmanianS_DeCastroFonsecaM_1
CALTEC-001-ASO2_5mo	CALTEC-001-ASO2_5mo	Stool metagenome of 5-month old human alpha-synuclein overexpressing mouse	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq X Plus	435	3/7/25	DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kit following the manufacturers protocol. Libraries were prepared using the Illumina DNA Prep, (M) Tagmentation (96 Samples, IPB) kit (Illumina, #20060059). Sequencing was performed using Illumina NovaSeq X Plus aiming for 70 million reads per sample, with mean read length of 150 base pairs. Library preparation and Sequencing was performed by Prebiomics. Fastq files were uniformly processed using the curatedMetagenomicsNextflow pipeline (https://github.com/seandavi/curatedMetagenomicsNextflow) specifying the mouse reference genome in Trimmomatic.	fastq							USA	34.1374596;-118.1268412	2024	9	ASO_2	ASO	5	30	8.18	24.78	4	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO2_5mo/CALTEC-001-ASO2_5mo_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO2_5mo/CALTEC-001-ASO2_5mo_R2.fastq.gz;	04ec4b07-8326-48ce-9318-1a319585e47f	MazmanianS_DeCastroFonsecaM_1
