"curation_id","study_name","sample_id","subject_id","target_condition","target_condition_ontology_term_id","body_site","body_site_ontology_term_id","host_species","host_species_ontology_term_id","control","control_ontology_term_id","age","age_group","age_group_ontology_term_id","age_unit","age_unit_ontology_term_id","sex","sex_ontology_term_id","disease","disease_ontology_term_id","curator"
"BoktorJC_2023:BC001270","BoktorJC_2023","PD_29_PC","BC001270","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",66,"Elderly","NCIT:C16268","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC002296","BoktorJC_2023","PD_29_HC","BC002296","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Internal Comparison Group","NCIT:C71545",70,"Elderly","NCIT:C16268","Year","NCIT:C29848","Male","NCIT:C20197","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC002180","BoktorJC_2023","PD_30","BC002180","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",55,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC000733","BoktorJC_2023","PD_30_PC","BC000733","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",53,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC002185","BoktorJC_2023","PD_31","BC002185","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",48,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001492","BoktorJC_2023","PD_31_PC","BC001492","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",47,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC002209","BoktorJC_2023","PD_32","BC002209","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",57,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC000877","BoktorJC_2023","PD_32_PC","BC000877","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",55,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC002263","BoktorJC_2023","PD_33","BC002263","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",56,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001433","BoktorJC_2023","PD_33_PC","BC001433","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",53,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC002288","BoktorJC_2023","PD_34","BC002288","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",54,"Adult","NCIT:C49685","Year","NCIT:C29848","Male","NCIT:C20197","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC000218","BoktorJC_2023","PD_34_PC","BC000218","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",45,"Adult","NCIT:C49685","Year","NCIT:C29848","Male","NCIT:C20197","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC000289","BoktorJC_2023","PD_35","BC000289","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",59,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC000886","BoktorJC_2023","PD_35_PC","BC000886","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",58,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC001965","BoktorJC_2023","PD_36","BC001965","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",50,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC000793","BoktorJC_2023","PD_36_PC","BC000793","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",44,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC000606","BoktorJC_2023","PD_37","BC000606","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",79,"Elderly","NCIT:C16268","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001058","BoktorJC_2023","PD_37_PC","BC001058","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",64,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC001542","BoktorJC_2023","PD_38","BC001542","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",49,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001181","BoktorJC_2023","PD_38_PC","BC001181","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",40,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC001557","BoktorJC_2023","PD_39","BC001557","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",62,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001189","BoktorJC_2023","PD_39_PC","BC001189","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",56,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC001392","BoktorJC_2023","PD_40","BC001392","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",71,"Elderly","NCIT:C16268","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001121","BoktorJC_2023","PD_40_PC","BC001121","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",58,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC000512","BoktorJC_2023","PD_41","BC000512","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",69,"Elderly","NCIT:C16268","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001102","BoktorJC_2023","PD_41_PC","BC001102","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","External Comparison Group","NCIT:C71546",58,"Adult","NCIT:C49685","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC002191","BoktorJC_2023","PD_42","BC002191","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",80,"Elderly","NCIT:C16268","Year","NCIT:C29848","Male","NCIT:C20197","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC000288","BoktorJC_2023","PD_43","BC000288","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",57,"Adult","NCIT:C49685","Year","NCIT:C29848","Male","NCIT:C20197","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC000264","BoktorJC_2023","PD_44","BC000264","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",65,"Elderly","NCIT:C16268","Year","NCIT:C29848","Male","NCIT:C20197","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001516","BoktorJC_2023","PD_45","BC001516","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",63,"Adult","NCIT:C49685","Year","NCIT:C29848","Male","NCIT:C20197","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001536","BoktorJC_2023","PD_46","BC001536","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",65,"Elderly","NCIT:C16268","Year","NCIT:C29848","Male","NCIT:C20197","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC001915","BoktorJC_2023","PD_48","BC001915","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",68,"Elderly","NCIT:C16268","Year","NCIT:C29848","Male","NCIT:C20197","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC002217","BoktorJC_2023","BC002217","BC002217","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",78,"Elderly","NCIT:C16268","Year","NCIT:C29848","Female","NCIT:C16576","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC000228","BoktorJC_2023","BC000228","BC000228","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Internal Comparison Group","NCIT:C71545",74,"Elderly","NCIT:C16268","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC001402","BoktorJC_2023","BC001402","BC001402","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Case","NCIT:C49152",47,"Adult","NCIT:C49685","Year","NCIT:C29848","Male","NCIT:C20197","Parkinson Disease","NCIT:C26845","Kaelyn Long"
"BoktorJC_2023:BC002171","BoktorJC_2023","BC002171","BC002171","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Internal Comparison Group","NCIT:C71545",76,"Elderly","NCIT:C16268","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
"BoktorJC_2023:BC002175","BoktorJC_2023","BC002175","BC002175","Parkinson Disease","NCIT:C26845","feces","UBERON:0001988","Homo sapiens","NCBITaxon:9606","Internal Comparison Group","NCIT:C71545",65,"Elderly","NCIT:C16268","Year","NCIT:C29848","Female","NCIT:C16576","Healthy","NCIT:C115935","Kaelyn Long"
